Group,Commodity Code,SRC,SLC,Attachment,Price L,Price H,Month Count,Demand L,Demand H,Sales L,Sales H,Modifier,Trending Cap,Warehouse Min,Stocking weeks,Spiking Modifier,Spiking Warehouse<BR>Stocking Min
Default,Default,Default,Default,Default,0,"9,999,999",4,19,20,39,999999,2.53,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,20,21,0,21,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,20,21,21,41,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,20,21,41,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,21,22,0,22,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,21,22,22,43,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,21,22,43,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,22,23,0,23,2.18,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,22,23,23,45,2.18,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,22,23,45,999999,2.18,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,23,24,0,24,2.09,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,23,24,24,47,2.09,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,23,24,47,999999,2.09,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,24,25,0,25,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,24,25,25,49,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,24,25,49,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,25,26,0,26,1.92,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,25,26,26,51,1.92,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,25,26,51,999999,1.92,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,26,27,0,27,2.46,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,26,27,27,53,2.46,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,26,27,53,999999,2.46,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,27,28,0,28,2.37,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,27,28,28,55,2.37,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,27,28,55,999999,2.37,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,28,29,0,29,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,28,29,29,57,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,28,29,57,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,29,30,0,30,2.21,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,29,30,30,59,2.21,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,29,30,59,999999,2.21,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,30,31,0,31,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,30,31,31,61,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,30,31,61,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,31,32,0,32,2.58,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,31,32,32,63,2.58,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,31,32,63,999999,2.58,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,32,33,0,33,2.5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,32,33,33,65,2.5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,32,33,65,999999,2.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,33,34,0,34,2.42,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,33,34,34,67,2.42,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,33,34,67,999999,2.42,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,34,35,0,35,2.35,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,34,35,35,69,2.35,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,34,35,69,999999,2.35,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,35,36,0,36,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,35,36,36,71,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,35,36,71,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,36,37,0,37,2.22,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",4,36,37,37,73,2.22,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",4,36,37,73,999999,2.22,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,37,100,0,999999,2.59,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",4,100,999999,0,999999,2.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,0,2,0,2,3.33,13,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,0,2,2,3,6.67,13,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,0,2,3,999999,20,13,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,2,3,0,3,10,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,2,3,3,5,10,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,2,3,5,999999,10,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,3,4,0,4,6.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,3,4,4,7,6.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,3,4,7,999999,6.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,4,5,0,5,5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,4,5,5,9,5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,4,5,9,999999,5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,5,6,0,6,4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,5,6,6,11,4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,5,6,11,999999,4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,6,7,0,7,3.33,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,6,7,7,13,3.33,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,6,7,13,999999,3.33,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,7,8,0,8,2.86,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,7,8,8,15,2.86,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,7,8,15,999999,2.86,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,8,9,0,9,2.5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,8,9,9,17,2.5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,8,9,17,999999,2.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,9,10,0,10,2.22,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,9,10,10,19,2.22,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,9,10,19,999999,2.22,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,10,11,0,11,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,10,11,11,21,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,10,11,21,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,11,12,0,12,1.82,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,11,12,12,23,1.82,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,11,12,23,999999,1.82,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,12,13,0,13,1.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,12,13,13,25,1.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,12,13,25,999999,1.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,13,14,0,14,1.54,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,13,14,14,27,1.54,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,13,14,27,999999,1.54,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,14,15,0,15,1.43,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,14,15,15,29,1.43,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,14,15,29,999999,1.43,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,15,16,0,16,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,15,16,16,31,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,15,16,31,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,16,17,0,17,2.5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,16,17,17,33,2.5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,16,17,33,999999,2.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,17,18,0,18,2.35,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,17,18,18,35,2.35,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,17,18,35,999999,2.35,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,18,19,0,19,2.22,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,18,19,19,37,2.22,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,18,19,37,999999,2.22,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,19,20,0,20,2.11,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,19,20,20,39,2.11,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,19,20,39,999999,2.11,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,20,21,0,21,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,20,21,21,41,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,20,21,41,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,21,22,0,22,1.9,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,21,22,22,43,1.9,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,21,22,43,999999,1.9,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,22,23,0,23,1.82,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,22,23,23,45,1.82,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,22,23,45,999999,1.82,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,23,24,0,24,1.74,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,23,24,24,47,1.74,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,23,24,47,999999,1.74,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,24,25,0,25,1.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,24,25,25,49,1.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,24,25,49,999999,1.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,25,26,0,26,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,25,26,26,51,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,25,26,51,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,26,27,0,27,2.31,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,26,27,27,53,2.31,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,26,27,53,999999,2.31,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,27,28,0,28,2.22,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,27,28,28,55,2.22,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,27,28,55,999999,2.22,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,28,29,0,29,2.14,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,28,29,29,57,2.14,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,28,29,57,999999,2.14,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,29,30,0,30,2.76,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,29,30,30,59,2.76,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,29,30,59,999999,2.76,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,30,31,0,31,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,30,31,31,61,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,30,31,61,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,31,32,0,32,2.58,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,31,32,32,63,2.58,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,31,32,63,999999,2.58,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,32,33,0,33,2.5,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,32,33,33,65,2.5,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,32,33,65,999999,2.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,33,34,0,34,2.42,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,33,34,34,67,2.42,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,33,34,67,999999,2.42,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,34,35,0,35,2.35,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,34,35,35,69,2.35,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,34,35,69,999999,2.35,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,35,36,0,36,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,35,36,36,71,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,35,36,71,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,36,37,0,37,2.22,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",5,36,37,37,73,2.22,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",5,36,37,73,999999,2.22,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,37,100,0,999999,2.7,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",5,100,999999,0,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,0,2,0,2,4,13,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,0,2,2,3,8,13,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,0,2,3,999999,24,13,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,2,3,0,3,12,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,2,3,3,5,12,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,2,3,5,999999,12,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,3,4,0,4,8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,3,4,4,7,8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,3,4,7,999999,8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,4,5,0,5,6,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,4,5,5,9,6,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,4,5,9,999999,6,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,5,6,0,6,4.8,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,5,6,6,11,4.8,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,5,6,11,999999,4.8,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,6,7,0,7,4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,6,7,7,13,4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,6,7,13,999999,4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,7,8,0,8,3.43,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,7,8,8,15,3.43,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,7,8,15,999999,3.43,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,8,9,0,9,3,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,8,9,9,17,3,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,8,9,17,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,9,10,0,10,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,9,10,10,19,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,9,10,19,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,10,11,0,11,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,10,11,11,21,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,10,11,21,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,11,12,0,12,2.18,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,11,12,12,23,2.18,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,11,12,23,999999,2.18,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,12,13,0,13,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,12,13,13,25,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,12,13,25,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,13,14,0,14,1.85,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,13,14,14,27,1.85,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,13,14,27,999999,1.85,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,14,15,0,15,1.71,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,14,15,15,29,1.71,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,14,15,29,999999,1.71,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,15,16,0,16,3.2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,15,16,16,31,3.2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,15,16,31,999999,3.2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,16,17,0,17,3,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,16,17,17,33,3,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,16,17,33,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,17,18,0,18,2.82,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,17,18,18,35,2.82,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,17,18,35,999999,2.82,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,18,19,0,19,2.67,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,18,19,19,37,2.67,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,18,19,37,999999,2.67,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,19,20,0,20,2.53,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,19,20,20,39,2.53,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,19,20,39,999999,2.53,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,20,21,0,21,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,20,21,21,41,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,20,21,41,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,21,22,0,22,2.29,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,21,22,22,43,2.29,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,21,22,43,999999,2.29,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,22,23,0,23,2.18,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,22,23,23,45,2.18,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,22,23,45,999999,2.18,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,23,24,0,24,2.09,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,23,24,24,47,2.09,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,23,24,47,999999,2.09,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,24,25,0,25,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,24,25,25,49,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,24,25,49,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,25,26,0,26,1.92,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,25,26,26,51,1.92,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,25,26,51,999999,1.92,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,26,27,0,27,1.85,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,26,27,27,53,1.85,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,26,27,53,999999,1.85,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,27,28,0,28,1.78,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,27,28,28,55,1.78,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,27,28,55,999999,1.78,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,28,29,0,29,2.57,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,28,29,29,57,2.57,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,28,29,57,999999,2.57,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,29,30,0,30,2.48,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,29,30,30,59,2.48,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,29,30,59,999999,2.48,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,30,31,0,31,2.4,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,30,31,31,61,2.4,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,30,31,61,999999,2.4,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,31,32,0,32,2.32,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,31,32,32,63,2.32,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,31,32,63,999999,2.32,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,32,33,0,33,2.25,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,32,33,33,65,2.25,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,32,33,65,999999,2.25,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,33,34,0,34,2.18,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,33,34,34,67,2.18,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,33,34,67,999999,2.18,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,34,35,0,35,2.12,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,34,35,35,69,2.12,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,34,35,69,999999,2.12,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,35,36,0,36,2.06,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,35,36,36,71,2.06,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,35,36,71,999999,2.06,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,36,37,0,37,2,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",6,36,37,37,73,2,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",6,36,37,73,999999,2,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,37,100,0,999999,2.5,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",6,100,999999,0,999999,3,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,0,2,0,2,4.67,13,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,0,2,2,3,9.33,13,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,0,2,3,999999,28,13,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,2,3,0,3,14,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,2,3,3,5,14,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,2,3,5,999999,14,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,3,4,0,4,9.33,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,3,4,4,7,9.33,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,3,4,7,999999,9.33,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,4,5,0,5,7,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,4,5,5,9,7,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,4,5,9,999999,7,1,3,4,1,3
Default,Default,Default,Default,Default,0,"9,999,999",7,5,6,0,6,5.6,1,1,4,1,1
Default,Default,Default,Default,Default,0,"9,999,999",7,5,6,6,11,5.6,1,2,4,1,2
Default,Default,Default,Default,Default,0,"9,999,999",7,5,6,11,999999,5.6,1,3,4,1,3
