"SnapshotDate","SnapshotTimestamp","ItemName","ItemKind","WorkspaceName","CU(s)","Duration(s)","Operations"
"2026-08-07","2026-08-07 08:01:55","df_Invoice_Raw","DataflowFabric","LH_Master_Data","166.84","0.46","460"
"2026-08-07","2026-08-07 08:01:55","Pipeline_SM_Refresh_TEST","Pipeline","LH_Master_Data","161.61","641.9","10"
"2026-08-07","2026-08-07 08:01:55","df_InTrans_PartsCounter_Raw","DataflowFabric","LH_Master_Data","158.38","0.44","437"
"2026-08-07","2026-08-07 08:01:55","df_PartsLookup_Sync","DataflowFabric","LH_Master_Data","147.8","0.4","405"
"2026-08-07","2026-08-07 08:01:55","df_GlTrans_Raw","DataflowFabric","LH_Master_Data","146.03","0.39","390"
"2026-08-07","2026-08-07 08:01:55","df_InHist_PmManage_Raw","DataflowFabric","LH_Master_Data","138.87","0.37","373"
"2026-08-07","2026-08-07 08:01:55","df_WKROFILE_Raw","DataflowFabric","LH_Master_Data","122.95","0.35","351"
"2026-08-07","2026-08-07 08:01:55","df_PartsLookup_Sync_Incremental","DataflowFabric","LH_Master_Data","117.74","0.47","473"
"2026-08-07","2026-08-07 08:01:55","df_Fact_Parts_Details","DataflowFabric","LH_Master_Data","115.77","0.31","314"
"2026-08-07","2026-08-07 08:01:55","df_Fact_WorkOrderParts","DataflowFabric","LH_Master_Data","112.19","0.31","311"
"2026-08-07","2026-08-07 08:01:55","df_Fact_ServiceTimeSheet_Audit","DataflowFabric","LH_Master_Data","105.3","0.28","277"
"2026-08-07","2026-08-07 08:01:55","df_InMaster_PartsLookup_Incremental","DataflowFabric","LH_Master_Data","41.44","0.13","127"
"2026-08-07","2026-08-07 08:01:55","parts-lookup-app","AppBackend","RP - Fabric Apps","26.26","0.42","419"
"2026-08-07","2026-08-07 08:01:55","parts-lookup-app","AppBackend","RP - Fabric Apps","0","0","3"
"2026-08-10","2026-08-10 08:02:00","parts-lookup-app","SQLDbNative","RP - Fabric Apps","275923.09","137340.96","3254"
"2026-08-10","2026-08-10 08:02:00","Inspections","Dataset","RP - Service Reports","166174.44","9108.36","184"
"2026-08-10","2026-08-10 08:02:00","df_JDIS_PART_INFORMATION_Raw","DataflowFabric","LH_Master_Data","144011.55","16372.54","19"
"2026-08-10","2026-08-10 08:02:00","Universal_SemanticModel_Refresh_WithPolling","SynapseNotebook","LH_Master_Data","142285.81","16004.15","113"
"2026-08-10","2026-08-10 08:02:00","df_InTrans_Incremental","DataflowFabric","LH_Master_Data","68466.8","10629","24"
"2026-08-10","2026-08-10 08:02:00","df_Fact_Transfers","DataflowFabric","LH_Master_Data","55798.16","5643.45","11"
"2026-08-10","2026-08-10 08:02:00","df_Invoice_Raw","DataflowFabric","LH_Master_Data","55270.93","4904.14","10"
"2026-08-10","2026-08-10 08:02:00","LH_Master_Data","Lakehouse","LH_Master_Data","51984.67","122.98","122981"
"2026-08-10","2026-08-10 08:02:00","df_InTrans_PartsCounter_Raw","DataflowFabric","LH_Master_Data","50449.62","4502.25","10"
"2026-08-10","2026-08-10 08:02:00","df_PartsLookup_Sync","DataflowFabric","LH_Master_Data","46329.66","4093.19","8"
"2026-08-10","2026-08-10 08:02:00","Transfers","Dataset","RP - Parts Reports","43610.83","4562.09","187"
"2026-08-10","2026-08-10 08:02:00","LH_Master_Data","Warehouse","LH_Master_Data","43086.37","55035.39","51837"
"2026-08-10","2026-08-10 08:02:00","df_GlTrans_Raw","DataflowFabric","LH_Master_Data","42932.88","3837.08","10"
"2026-08-10","2026-08-10 08:02:00","df_Fact_WorkOrderParts","DataflowFabric","LH_Master_Data","40403.52","3588.05","10"
"2026-08-10","2026-08-10 08:02:00","df_InHist_PmManage_Raw","DataflowFabric","LH_Master_Data","39048.03","3540.61","10"
"2026-08-10","2026-08-10 08:02:00","Customer Anatomy V2","Dataset","RP - Service Reports","36775.54","2046.84","112"
"2026-08-10","2026-08-10 08:02:00","df_Fact_Parts_Details","DataflowFabric","LH_Master_Data","32787.28","3054.68","10"
"2026-08-10","2026-08-10 08:02:00","df_WKROFILE_Raw","DataflowFabric","LH_Master_Data","29895.34","2812.1","10"
"2026-08-10","2026-08-10 08:02:00","df_Fact_ServiceTimeSheet_Audit","DataflowFabric","LH_Master_Data","29002.24","2221.35","9"
"2026-08-10","2026-08-10 08:02:00","Parts Promo","Dataset","RP - Parts Reports","21900.05","10168.12","93"
"2026-08-10","2026-08-10 08:02:00","Inventory Analysis","Dataset","RP - Parts Reports","17464.2","1542.47","144"
"2026-08-10","2026-08-10 08:02:00","df_PartsLookup_Sync_Incremental","DataflowFabric","LH_Master_Data","16171.39","1485.59","8"
"2026-08-10","2026-08-10 08:02:00","Part Sales with Low Margin","Dataset","RP - Parts Reports","14136.1","2396.82","104"
"2026-08-10","2026-08-10 08:02:00","Price Matrix","Dataset","RP - Parts Reports","11941.48","1085.43","139"
"2026-08-10","2026-08-10 08:02:00","Pin Capture","Dataset","RP - Parts Reports","11156.1","2840.56","242"
"2026-08-10","2026-08-10 08:02:00","Parts Adjustments","Dataset","RP - Parts Reports","11152","938.44","244"
"2026-08-10","2026-08-10 08:02:00","Update_Watermark_PartsLookup","SynapseNotebook","LH_Master_Data","7180.16","737.13","6"
"2026-08-10","2026-08-10 08:02:00","First Pass Fill","Dataset","RP - Parts Reports","6470.42","548.37","183"
"2026-08-10","2026-08-10 08:02:00","MD Invoices With No Freight","Dataset","RP - Parts Reports","5504.17","505.99","419"
"2026-08-10","2026-08-10 08:02:00","Planter Inspection Part Sales","Dataset","RP - Service Reports","5019.19","293.07","98"
"2026-08-10","2026-08-10 08:02:00","df_InMaster_PartsLookup_Incremental","DataflowFabric","LH_Master_Data","3588.56","387.62","5"
"2026-08-10","2026-08-10 08:02:00","Unique Parts Customers","Dataset","RP - Parts Reports","2997.66","239.34","101"
"2026-08-10","2026-08-10 08:02:00","Combine Vault Sales","Dataset","RP - Parts Reports","2670.44","286.27","97"
"2026-08-10","2026-08-10 08:02:00","60+ Days Past Due","Dataset","RP - Financial Reports","2455.87","197.4","99"
"2026-08-10","2026-08-10 08:02:00","Open Work Orders","Dataset","RP - Service Reports","2066.24","184.46","96"
"2026-08-10","2026-08-10 08:02:00","Physical Inventory","Dataset","RP - Parts Reports","1450.18","630.32","468"
"2026-08-10","2026-08-10 08:02:00","Labor Performance","Dataset","RP - Service Reports","1130.44","218.62","96"
"2026-08-10","2026-08-10 08:02:00","Bin Location Report","Dataset","RP - Parts Reports","1021.55","119.79","176"
"2026-08-10","2026-08-10 08:02:00","Open Parts Tickets","Dataset","RP - Parts Reports","990.75","153.6","110"
"2026-08-10","2026-08-10 08:02:00","Pipeline_PartsLookup_Incremental","Pipeline","LH_Master_Data","706.25","2225.2","38"
"2026-08-10","2026-08-10 08:02:00","Negative On Hand-On Hand No Bin","Dataset","RP - Parts Reports","559.98","142.89","107"
"2026-08-10","2026-08-10 08:02:00","df_JDIS_PART_INFORMATION_Raw","DataflowFabric","LH_Master_Data","458.75","1.2","1195"
"2026-08-10","2026-08-10 08:02:00","df_InTrans_Incremental","DataflowFabric","LH_Master_Data","367.68","0.96","955"
"2026-08-10","2026-08-10 08:02:00","df_Fact_Transfers","DataflowFabric","LH_Master_Data","194.29","0.54","537"
"2026-08-10","2026-08-10 08:02:00","df_Invoice_Raw","DataflowFabric","LH_Master_Data","169.52","0.47","471"
"2026-08-10","2026-08-10 08:02:00","Pipeline_SM_Refresh_TEST","Pipeline","LH_Master_Data","161.93","641.9","12"
"2026-08-10","2026-08-10 08:02:00","df_InTrans_PartsCounter_Raw","DataflowFabric","LH_Master_Data","161.07","0.46","456"
"2026-08-10","2026-08-10 08:02:00","df_PartsLookup_Sync","DataflowFabric","LH_Master_Data","149.66","0.41","414"
"2026-08-10","2026-08-10 08:02:00","df_GlTrans_Raw","DataflowFabric","LH_Master_Data","148.71","0.4","404"
"2026-08-10","2026-08-10 08:02:00","df_Fact_WorkOrderParts","DataflowFabric","LH_Master_Data","141.9","0.4","404"
"2026-08-10","2026-08-10 08:02:00","df_InHist_PmManage_Raw","DataflowFabric","LH_Master_Data","141.56","0.39","391"
"2026-08-10","2026-08-10 08:02:00","df_PartsLookup_Sync_Incremental","DataflowFabric","LH_Master_Data","133.42","0.51","513"
"2026-08-10","2026-08-10 08:02:00","df_Fact_Parts_Details","DataflowFabric","LH_Master_Data","129.22","0.35","352"
"2026-08-10","2026-08-10 08:02:00","df_WKROFILE_Raw","DataflowFabric","LH_Master_Data","125.66","0.36","364"
"2026-08-10","2026-08-10 08:02:00","df_Fact_ServiceTimeSheet_Audit","DataflowFabric","LH_Master_Data","107.37","0.29","290"
"2026-08-10","2026-08-10 08:02:00","df_InMaster_PartsLookup_Incremental","DataflowFabric","LH_Master_Data","57.58","0.17","167"
"2026-08-10","2026-08-10 08:02:00","parts-lookup-app","AppBackend","RP - Fabric Apps","24.72","0.41","410"
"2026-08-10","2026-08-10 08:02:00","parts-lookup-app","AppBackend","RP - Fabric Apps","0","0","3"
